length_url,nb_dots,nb_hyphens,nb_at,domain_age,domain_registration_length,web_traffic,google_index,page_rank,links_in_tags,phish_hints,status
36,2,0,0,3799,219,7256020,0,5,6.818181817999999,0,0
49,2,1,0,2128,63,17173,1,4,16.66666667,0,0
30,2,0,0,7298,371,5738074,0,5,7.142857143,0,0
64,5,2,0,5616,227,0,1,5,0.0,0,1
110,3,0,0,-1,0,67041,0,5,100.0,0,1
27,2,0,0,2964,323,2913616,0,3,92.0,0,0
82,3,0,0,7083,952,17964,1,3,0.0,0,1
217,9,0,0,874,222,8899502,1,0,50.0,0,1
27,2,1,0,6791,2704,296232,0,3,50.0,0,0
26,2,0,0,4441,306,1175360,0,5,50.0,0,0
34,2,0,0,4558,190,2424363,0,4,85.0,0,0
107,3,1,1,4609,140,0,1,3,50.0,4,1
86,3,1,0,6249,326,0,1,0,100.0,3,1
24,2,1,0,2842,79,223021,0,2,2.631578947,0,0
31,2,0,0,7189,116,490968,1,2,81.81818182,0,1
40,2,0,0,6606,333,899,1,5,87.09677419,1,1
26,2,0,0,3020,266,262457,0,3,0.0,0,0
53,2,0,0,8833,503,2717,0,6,89.28571429,0,0
19,1,0,0,-1,0,35701,1,6,0.0,0,1
128,5,1,0,4003,14,5816617,1,0,100.0,0,1
25,3,0,0,3165,123,799767,0,4,96.42857143,0,0
47,3,0,0,8387,13,788213,0,5,75.0,0,0
39,2,0,0,8051,713,57926,0,4,68.96551724,0,0
61,5,0,0,-1,244,2773762,1,2,93.33333333,1,1
43,3,0,0,-1,0,48450,0,6,0.0,0,0
43,1,0,0,31,334,0,1,0,100.0,1,1
47,2,0,0,-1,105,0,1,1,0.0,0,0
22,2,0,0,5576,304,131599,0,4,0.0,0,0
147,2,0,0,376,10,0,1,0,0.0,1,1
17,2,0,0,-1,62,297787,0,4,73.33333333,0,0
55,5,2,0,5626,218,0,1,5,0.0,0,1
84,3,6,0,540,0,0,1,0,0.0,0,0
58,2,2,0,2784,1963,71132,0,3,42.85714286,0,0
62,4,0,0,5616,228,0,1,5,0.0,0,1
32,3,1,0,8093,1767,3612,1,4,0.0,0,1
40,2,0,0,2004,188,0,0,2,11.11111111,1,0
35,3,0,0,-1,179,0,1,0,0.0,0,1
54,2,1,0,135,230,0,1,0,0.0,0,1
71,2,1,0,2694,593,0,1,0,44.44444444,3,1
30,2,0,0,2736,1280,6310833,0,5,50.0,0,0
45,2,0,0,4089,2484,0,1,0,60.0,1,1
96,3,1,0,971,125,0,1,0,46.15384615,2,1
34,2,1,0,7298,371,3725373,0,5,8.333333332999999,0,0
67,3,0,0,4212,170,0,1,0,0.0,0,1
69,3,2,0,323,43,0,1,0,0.0,0,1
54,3,3,0,4968,1972,8541,0,4,53.84615385,0,0
73,2,4,0,5222,986,135,0,8,58.82352941,0,0
44,2,0,0,7133,902,12,0,7,100.0,0,0
71,3,2,0,1079,381,710503,0,6,100.0,0,1
32,2,0,0,7412,282,1561104,1,2,0.0,0,1
122,2,1,0,8019,381,0,1,4,7.692307692000001,1,1
138,2,2,0,8018,382,0,1,4,0.0,0,1
61,1,6,0,3022,1360,32574,0,5,75.0,0,0
100,3,4,0,5797,46,4997,1,5,0.0,0,0
19,1,0,0,3166,122,37159,1,7,0.0,0,1
72,5,4,0,-1,0,37441,1,5,0.0,0,0
52,2,0,0,-1,112,48772,1,4,81.81818182,0,0
27,2,0,0,6535,39,1326081,0,4,100.0,0,0
37,3,1,0,-1,487,0,0,0,0.0,0,1
54,1,1,0,836,259,0,1,0,100.0,3,1
33,2,0,0,5074,1391,468378,0,4,100.0,0,0
49,2,1,0,7118,3473,32707,1,4,7.692307692000001,0,0
29,2,0,0,1515,311,0,1,0,100.0,0,1
30,2,0,0,6773,0,332267,0,4,85.0,0,0
139,5,1,0,4003,15,5816617,1,0,100.0,0,1
61,2,4,0,7913,486,943,0,6,100.0,0,0
39,1,1,0,162,203,0,1,0,0.0,2,1
105,2,1,0,8346,2976,1,1,10,33.33333333,1,1
82,3,0,0,-1,0,92080,0,4,75.0,0,0
41,2,0,0,7299,370,5682356,0,5,0.0,0,0
25,2,1,0,-1,0,8082898,0,3,87.5,0,0
56,3,2,0,6843,826,74297,0,5,100.0,0,0
47,5,0,0,5616,228,0,1,5,0.0,0,1
47,3,0,0,2869,53,10478953,1,0,0.0,1,1
42,2,0,0,1337,124,0,1,0,50.0,0,1
64,2,0,0,1536,655,4558,1,2,22.58064516,0,1
45,3,1,0,6402,173,0,1,2,0.0,0,0
36,3,0,0,716,380,0,1,4,0.0,0,1
33,2,0,0,3433,220,375480,0,6,65.21739129999999,0,0
36,1,0,0,3231,56,423762,0,5,90.0,0,0
44,4,0,0,12872,0,1943,1,5,100.0,0,0
27,2,0,0,3434,218,9424,0,5,85.71428571,0,0
22,1,0,0,3328,0,2401957,0,3,88.23529412,0,0
25,2,0,0,-1,0,215181,0,4,14.28571429,0,0
55,2,4,0,8159,2067,50501,0,3,85.71428571,0,0
22,1,0,0,-1,25,0,0,2,100.0,0,0
50,5,0,0,-1,0,0,1,0,10.0,1,1
64,2,2,0,8765,365,76848,0,6,90.0,0,0
62,2,2,0,8469,225,42124,0,4,91.83673469,0,0
75,4,0,1,1854,338,7237293,1,2,78.57142857,1,1
26,2,0,0,3388,265,0,1,3,100.0,0,1
43,2,0,0,5637,207,2,0,10,56.0,0,0
169,5,0,0,8348,2974,1,1,10,0.0,1,1
160,3,1,1,4284,99,0,1,1,66.66666667,2,1
67,1,7,0,4950,164,5977,0,7,79.16666667,0,0
79,2,1,0,3347,306,0,1,2,62.5,1,1
42,3,2,0,5913,295,86462,0,5,81.81818182,0,0
46,1,0,0,1794,33,0,1,0,0.0,0,1
56,2,0,0,7134,901,13,0,7,100.0,0,0
124,5,0,0,4003,14,5828815,1,0,100.0,0,1
66,3,0,0,-1,-1,442372,0,5,66.66666667,0,0
33,2,0,0,7130,905,12,0,7,100.0,0,0
30,3,1,0,-1,550,0,1,2,0.0,1,1
90,2,7,0,-1,0,4382,0,6,40.0,0,0
36,2,0,0,8323,76,1355200,1,3,75.0,0,0
51,2,3,0,9285,59,121,0,7,77.77777778,0,0
27,2,0,0,1801,25,38436,0,4,95.83333333,0,0
23,2,0,0,56,309,0,1,0,0.0,0,1
29,2,0,0,2613,309,4623984,0,3,33.33333333,0,0
25,2,0,0,1496,329,1337125,0,2,27.27272727,0,0
165,6,4,0,3064,223,0,1,1,100.0,3,1
54,2,1,0,5934,2101,1314432,0,4,0.0,0,0
72,3,2,0,7590,3003,635,1,5,78.57142857,0,0
34,2,0,0,1547,644,4639,1,2,20.0,0,1
58,3,0,0,6983,1051,3568,1,6,94.11764706,0,0
60,3,0,0,829,632,0,1,0,0.0,0,1
61,4,0,0,7526,145,107288,0,4,100.0,0,0
27,2,0,0,3861,522,8439309,0,2,25.0,0,0
49,3,1,0,8705,61,111648,0,5,66.66666667,0,0
45,1,0,0,258,107,0,1,0,0.0,0,1
126,4,3,0,2204,353,5038359,1,0,80.0,2,1
66,5,0,1,2238,319,8666349,0,0,66.66666667,0,1
68,4,0,0,3992,25,5697976,1,0,100.0,0,1
34,2,0,0,437,0,81638,1,1,0.0,1,0
81,4,2,0,135,230,0,1,0,100.0,0,1
22,2,0,0,6311,264,0,0,4,100.0,1,0
42,2,1,0,7496,174,1144878,1,4,100.0,0,0
31,2,0,0,3781,3158,6366,1,7,0.0,1,0
107,2,10,0,7764,271,32,0,5,64.0,0,0
28,2,0,0,2025,1993,174867,0,4,37.5,0,0
29,2,0,0,5239,239,643440,0,3,0.0,0,0
17,1,0,0,-1,0,2619360,0,4,100.0,0,1
52,4,1,0,13,0,0,1,0,100.0,1,1
64,3,0,1,224,141,0,1,0,100.0,0,1
54,2,2,0,2630,292,845,0,7,7.692307692000001,0,0
25,1,0,0,614,117,0,1,0,100.0,0,1
48,2,0,0,2241,315,0,1,0,0.0,1,1
56,2,1,0,6036,903,554648,1,5,0.0,0,0
84,2,4,0,-1,228,42884,0,5,75.0,0,0
80,3,1,0,4503,295,0,1,0,0.0,4,1
52,2,2,0,8346,2976,1,0,10,0.0,2,1
18,1,0,0,-1,333,518954,0,4,0.0,0,1
71,2,4,0,6257,1414,521,1,7,50.0,0,0
47,2,0,0,7133,901,12,0,7,100.0,0,0
105,3,0,0,5804,769,4953,1,2,0.0,0,1
39,3,1,0,7328,342,869662,1,0,81.81818182,1,1
36,1,0,0,1479,347,0,1,1,0.0,1,1
29,2,0,0,-1,186,908288,0,3,0.0,0,0
118,3,5,0,8757,280,24862,0,6,94.11764706,0,0
34,2,0,0,2301,256,22884,0,3,96.82539683,0,1
99,2,9,0,4057,326,98,0,5,15.38461538,0,0
31,2,0,0,-1,0,0,0,1,5.263157895,0,0
48,2,0,0,2348,208,242805,1,2,57.14285714,0,0
49,2,1,0,6605,334,899,1,5,87.09677419,0,1
36,2,0,0,3872,1055,785774,0,3,85.18518519,0,0
25,2,0,0,5159,1049,0,0,8,100.0,0,0
47,2,0,0,2252,304,0,1,1,0.0,2,1
58,2,0,0,8350,2972,1,0,10,0.0,0,0
37,2,2,0,3911,3176,7910131,0,2,70.0,0,1
25,1,0,0,5437,406,6738927,1,2,100.0,0,0
31,2,0,0,4340,42,6917,1,6,60.0,0,0
40,2,0,0,7587,449,988,0,5,100.0,0,0
62,2,5,0,7985,2691,13560,1,6,100.0,0,0
49,1,3,0,4721,393,0,1,4,87.5,0,0
25,2,0,0,-1,296,0,0,2,80.0,0,0
41,2,0,0,7133,902,12,0,7,100.0,0,0
28,2,0,0,5714,130,10088551,0,2,100.0,0,0
30,2,0,0,-1,183,3433037,0,3,70.0,0,0
52,2,1,0,9549,1773,7073,0,6,90.0,0,0
60,3,1,0,4397,350,0,1,2,0.0,2,1
47,3,1,0,7378,558,746847,1,2,100.0,3,1
23,1,0,0,2932,355,0,1,0,100.0,0,1
36,2,1,0,7299,370,1229372,0,5,17.64705882,0,0
74,2,5,0,-1,0,790874,0,5,95.65217391,0,0
50,3,0,0,2861,61,0,0,1,0.0,1,0
59,4,1,0,4914,545,58891,1,4,0.0,2,1
43,3,0,0,4987,492,0,1,0,9.090909091,0,1
49,4,0,0,-1,0,43376,0,4,0.0,0,0
41,2,1,0,7105,200,4224244,1,3,91.66666667,0,0
46,3,1,0,-1,0,4992,0,6,0.0,0,0
42,1,0,0,4537,212,0,1,1,0.0,0,1
44,3,0,0,5824,19,0,0,3,0.0,1,0
33,2,0,0,-1,-1,1888375,0,5,100.0,0,0
25,2,0,0,2342,214,263173,1,3,58.62068966,0,0
61,3,0,0,7890,145,1402896,0,4,33.33333333,0,0
57,2,0,0,-1,0,7782684,1,1,100.0,1,1
36,2,0,0,7992,2599,6459,0,4,83.33333333,0,0
56,5,2,0,5626,217,9331979,1,5,0.0,0,1
35,2,0,0,4499,179,0,0,2,60.0,0,0
55,3,1,0,4190,192,0,1,4,100.0,0,1
78,2,3,0,2578,343,8949,1,2,22.85714286,0,0
47,3,1,0,7523,148,2902,0,5,21.42857143,0,0
41,2,0,0,2590,332,0,1,0,0.0,0,1
57,2,0,0,8348,2974,1,1,10,50.0,2,1
55,3,0,0,2563,1088,0,1,0,100.0,0,1
56,3,0,0,5044,70,380,0,5,66.66666667,0,0
39,2,0,0,7583,452,965,0,5,100.0,0,0
19,2,0,0,-2,316,0,1,0,100.0,0,1
27,2,0,0,5022,91,2714532,0,3,85.71428571,0,0
37,2,0,0,-1,227,382395,0,4,44.0,0,0
42,2,0,0,7133,902,12,0,7,100.0,0,0
35,1,0,0,240,126,0,1,0,0.0,0,1
32,1,1,0,1777,50,2408885,1,3,100.0,0,1
47,2,0,0,2573,0,0,1,0,88.88888889,1,1
149,2,4,0,6348,227,2869931,1,2,72.72727273,0,0
121,2,2,0,8019,381,0,1,4,7.692307692000001,0,1
65,2,1,0,181,185,0,1,0,100.0,0,1
204,2,1,0,3424,228,2089560,1,2,33.33333333,0,1
15,1,0,0,-1,0,15858,0,4,100.0,0,0
101,5,1,1,4190,192,0,1,4,100.0,0,1
89,2,1,0,330,401,0,1,0,100.0,2,1
91,2,1,0,243,122,0,1,0,100.0,3,1
108,2,6,0,3964,1514,10203,1,6,97.87234043,1,0
58,2,0,0,-1,181,8785357,0,0,50.0,0,1
58,2,0,0,5080,1860,119046,1,5,100.0,0,0
52,3,0,0,613,117,0,1,0,0.0,0,1
24,2,0,0,6769,251,0,0,3,92.30769231,0,0
28,3,0,0,-1,0,616337,0,2,80.0,0,0
73,2,5,0,5408,70,142110,0,5,40.0,0,0
26,1,0,0,2139,0,309382,1,7,0.0,0,1
41,2,0,0,7134,900,12,0,7,100.0,0,0
33,1,0,0,4440,308,2375,0,6,78.37837838,0,0
49,2,0,0,-1,0,4934,1,4,100.0,0,0
26,3,0,0,-1,84,728287,0,3,43.75,0,0
45,2,0,0,11285,1132,124057,1,5,42.85714286,0,0
84,2,0,0,-1,0,0,1,0,71.42857143,0,1
55,2,1,0,6734,0,0,1,1,0.0,0,1
128,4,1,0,4003,14,5828815,1,0,100.0,0,1
49,3,0,0,-1,0,0,1,0,8.333333332999999,0,1
69,7,0,0,8416,371,0,1,2,0.0,0,1
105,2,0,0,7038,2823,1314,0,5,100.0,0,1
47,2,0,0,7530,2696,23288,1,4,100.0,0,1
64,3,2,0,5865,344,451542,0,4,44.44444444,0,0
30,2,0,0,2347,209,86181,0,4,25.0,0,0
56,1,0,0,4755,360,0,1,2,0.0,1,1
38,2,0,0,923,172,0,1,0,75.0,0,1
27,2,0,0,6260,315,0,0,3,66.66666667,0,0
71,2,3,0,5097,17,3659,0,5,100.0,0,0
50,3,0,0,6080,130,0,1,2,100.0,2,1
120,2,1,0,7405,265,7231,1,5,62.5,1,0
68,1,4,0,3075,578,438190,1,4,50.0,0,0
100,1,1,0,2195,362,0,1,0,7.142857143,4,1
45,4,0,0,4202,181,0,0,0,80.0,0,1
26,2,0,0,7696,339,698224,0,4,100.0,0,0
33,2,1,0,3199,89,1922851,1,3,70.58823529,0,0
68,4,1,0,5805,769,0,1,2,100.0,3,1
204,3,0,0,1556,270,0,1,0,50.0,2,1
66,3,0,0,-1,576,477976,0,5,0.0,0,0
130,5,5,0,5670,173,5836,0,6,0.0,0,1
107,4,1,0,-1,228,0,1,2,0.0,2,1
52,2,0,0,6896,44,0,1,0,0.0,0,1
74,2,4,0,5511,332,469364,0,5,83.33333333,0,0
27,2,0,0,-1,360,0,1,0,0.0,0,1
56,4,0,0,6107,103,0,1,3,83.33333333,0,1
90,2,1,0,8019,381,0,1,4,9.090909091,0,1
54,2,1,0,4068,0,0,1,2,0.0,0,1
70,5,0,0,5616,228,0,1,5,0.0,1,1
78,3,4,0,7142,892,1347894,0,3,0.0,0,0
54,4,0,0,7083,952,17964,1,3,0.0,0,1
31,2,0,0,9325,1266,1394,0,6,75.0,0,0
41,3,0,0,5454,2947,1885,0,5,100.0,0,0
44,3,0,0,9558,303,18981,0,6,100.0,0,0
39,2,0,0,7298,371,0,0,5,37.5,0,0
26,2,0,0,6683,314,485347,1,3,95.23809524,0,0
66,2,0,0,2486,71,0,1,2,28.57142857,0,1
62,2,0,0,-1,157,177488,1,2,86.66666667,0,0
35,3,0,0,-1,0,798738,0,3,33.33333333,0,0
25,2,0,0,5160,1048,0,0,8,66.66666667,0,0
23,2,0,0,3496,156,4661621,0,3,27.5,0,0
126,4,1,0,4003,14,5816617,1,0,100.0,0,1
73,1,4,0,6056,192,41,0,8,11.11111111,0,0
116,5,0,0,-1,0,0,1,0,100.0,2,1
40,3,1,0,768,328,0,1,0,0.0,0,1
35,2,0,0,5947,1443,1433231,0,4,100.0,0,0
20,1,1,0,1465,361,5811225,0,3,100.0,0,0
30,2,0,0,539,0,2368593,1,0,0.0,2,1
68,2,4,0,1021,74,0,0,0,100.0,0,1
68,2,1,0,-1,0,0,1,2,0.0,3,1
88,4,1,0,5158,1050,114,1,8,0.0,0,0
33,2,0,0,1180,1011,1880775,0,3,28.57142857,0,0
25,2,0,0,2713,209,0,0,0,25.0,0,0
35,2,0,0,5635,208,2,0,10,56.0,0,0
97,2,5,0,8481,286,3227,0,6,30.303030300000003,0,0
46,3,0,0,-1,214,0,1,0,0.0,0,1
27,2,0,0,7302,3,925488,0,2,100.0,0,0
44,1,0,0,1407,53,0,1,0,0.0,1,1
58,2,0,0,-1,305,0,1,0,100.0,0,1
55,2,2,0,470,0,0,1,0,60.0,3,1
48,3,0,0,8044,3482,2580,0,6,0.0,0,0
30,2,0,0,6466,108,4633956,0,3,0.0,0,0
24,2,0,0,-1,0,0,1,0,0.0,0,1
66,2,1,0,7619,130,2192,0,5,50.0,0,0
45,1,0,0,54,310,0,1,0,100.0,0,1
39,2,1,0,5397,160,474447,0,4,77.77777778,0,0
54,3,2,0,-1,0,0,1,0,60.0,1,1
58,2,0,0,7286,748,332,0,5,2.777777778,0,0
46,2,1,0,7123,3469,34048,1,4,7.692307692000001,0,0
32,2,0,0,8664,101,7107162,1,2,80.0,0,1
100,3,1,0,254,111,0,1,0,100.0,3,1
61,2,0,0,2388,168,1625,0,6,81.81818182,0,0
61,3,1,0,5387,456,1909793,0,0,100.0,0,1
74,4,1,0,5160,1048,115,1,8,0.0,0,0
50,3,0,0,-1,-1,0,0,4,33.33333333,0,0
29,2,0,0,1336,124,20989,1,6,100.0,0,1
47,2,2,0,6328,247,523,0,7,87.5,0,0
24,2,0,0,-1,0,5126981,0,3,75.0,0,0
27,2,1,0,1903,289,3933504,0,4,75.0,0,0
165,4,3,1,4091,326,7776219,1,0,100.0,0,1
50,4,0,0,3400,253,0,1,1,0.0,1,1
87,2,4,0,8721,0,6085,0,7,50.0,0,0
91,2,0,0,-1,72,1112236,1,4,0.0,0,0
70,2,2,0,9073,1883,14978,0,5,100.0,0,0
27,2,0,0,8697,315,2805305,0,3,92.0,0,0
55,3,1,0,7717,318,143598,0,5,0.0,0,0
38,3,0,0,4792,322,0,1,0,0.0,1,1
74,2,14,0,9035,461,613509,1,4,100.0,0,0
33,2,0,0,3198,454,1863493,0,4,77.77777778,0,0
63,1,1,0,341,24,0,1,0,100.0,3,1
36,1,0,0,281,85,0,1,0,0.0,0,1
58,1,5,0,-1,73,465492,0,3,97.14285714,0,0
68,2,0,0,209,1617,0,1,0,75.0,0,1
65,3,0,0,-1,2276,6295284,0,3,80.0,0,0
22,2,0,0,9369,127,31707,0,6,93.33333333,0,0
129,5,1,0,3993,25,5707171,1,0,100.0,0,1
37,2,0,0,8151,249,620877,0,4,85.0,0,0
171,4,0,1,103,262,0,1,0,75.0,0,1
39,3,0,0,6957,712,0,0,3,100.0,0,0
50,1,1,0,1663,163,5082431,1,0,20.0,0,1
82,4,1,0,5160,1048,114,1,8,0.0,0,0
16,1,0,0,5874,0,0,0,3,0.0,0,0
79,7,0,1,8346,2975,1,1,10,0.0,0,1
46,2,0,0,2269,287,0,1,0,0.0,0,1
25,2,0,0,7637,398,97763,0,5,100.0,0,0
57,3,0,0,2484,0,0,1,0,0.0,1,1
26,2,0,0,163,0,679154,0,4,66.66666667,0,0
67,1,0,0,5120,359,7237162,1,4,80.0,0,0
52,5,0,0,5616,228,0,1,5,100.0,1,1
30,2,0,0,6471,104,73,0,10,0.0,0,0
49,1,1,0,1,363,0,1,0,88.23529412,0,1
16,1,0,0,-1,0,0,0,0,100.0,0,0
57,4,3,0,138,227,0,1,0,0.0,0,1
70,1,6,0,1933,259,0,0,0,100.0,0,1
240,7,2,0,4646,103,0,1,0,0.0,4,1
57,2,1,0,6945,0,0,1,0,0.0,0,1
73,3,3,0,3146,142,95781,0,6,83.33333333,0,0
23,2,0,0,4656,471,135272,0,3,0.0,0,0
69,2,0,0,303,63,0,1,0,0.0,0,1
24,2,0,0,4477,271,2528830,0,4,94.59459459,0,0
51,2,3,0,6460,114,467993,1,3,100.0,2,0
31,3,0,0,316,0,4853199,1,0,0.0,0,1
29,2,0,0,2054,502,3063554,0,2,50.0,0,0
24,2,0,0,2863,788,1253431,0,5,50.0,0,0
46,2,1,0,7837,199,603,0,6,31.25,0,0
43,2,1,0,6074,136,14284,0,5,32.14285714,0,0
35,1,0,0,1023,73,1322736,1,0,66.66666667,1,1
135,2,11,0,9694,3454,18697,0,5,94.44444444,0,0
263,5,0,0,4097,285,0,1,3,12.5,3,1
22,1,0,0,-1,269,0,1,0,0.0,1,1
100,3,1,0,243,122,0,1,0,97.5,3,1
32,3,1,0,92,273,0,1,0,100.0,0,1
388,3,9,0,6085,124,6816950,1,0,100.0,1,1
36,1,0,0,5077,36,194144,1,5,40.0,0,0
29,2,0,0,7471,1294,3043528,0,2,33.33333333,0,0
47,3,0,0,-1,4,0,1,2,0.0,0,1
24,2,0,0,2582,340,141183,0,2,12.90322581,0,0
19,2,0,0,-1,0,169074,0,4,100.0,0,0
38,2,2,0,5257,587,0,1,4,90.0,0,0
51,3,2,0,2179,12,0,1,0,66.66666667,0,1
57,2,3,0,1867,325,4484170,1,4,72.72727273,0,0
116,4,2,1,4609,139,0,1,3,50.0,4,1
37,2,0,0,12209,210,50,1,8,100.0,0,0
140,7,3,0,7083,952,17964,1,3,0.0,0,1
34,4,0,0,-1,122,0,1,0,100.0,1,1
53,2,0,0,2484,0,0,1,0,0.0,1,1
31,2,0,0,-1,39,0,0,2,45.45454545,0,0
41,2,0,0,160,205,0,1,0,100.0,1,1
109,3,1,0,658,438,9558747,1,0,100.0,4,1
46,3,2,0,1736,90,842411,1,0,100.0,0,1
23,2,0,0,7099,206,372945,0,2,77.77777778,0,0
21,2,0,0,6239,335,62,0,8,0.0,0,0
36,2,0,0,4822,291,209887,1,4,100.0,0,0
47,2,1,0,7132,903,12,0,7,100.0,0,0
43,3,1,0,7222,3004,1592793,1,5,0.0,0,0
293,4,2,0,2815,107,7079578,1,2,96.42857143,0,1
58,2,3,0,7551,2676,163827,0,5,33.33333333,0,0
91,3,1,0,532,199,0,1,0,50.0,1,1
26,2,0,0,2746,1271,3139730,0,2,86.36363636,0,0
43,3,1,0,6544,1492,0,1,2,0.0,0,1
24,2,0,0,1207,253,3021434,0,2,0.0,0,0
59,3,0,0,2685,237,188662,0,4,20.0,0,0
45,2,0,0,1953,2429,4365,1,3,0.0,0,1
55,2,2,0,5296,183,1569169,0,4,100.0,0,0
47,2,0,0,5005,109,0,1,3,50.0,0,0
25,2,0,0,7697,1069,128,0,6,90.90909091,0,0
28,2,0,0,7412,282,1561104,1,2,0.0,0,1
70,2,3,0,1202,258,0,1,0,0.0,2,1
52,2,2,0,5737,1202,8550,0,6,75.0,0,0
50,4,2,0,5626,218,0,1,5,75.0,0,1
23,3,0,0,-1,0,90667,0,4,100.0,0,0
42,2,1,0,7587,448,988,0,5,100.0,0,0
45,2,0,0,4608,140,2430743,0,3,66.66666667,0,0
130,1,10,0,8810,320,379136,0,4,57.14285714,0,0
44,1,0,0,-1,309,0,1,0,100.0,0,1
23,2,0,0,5365,1208,34798,0,5,88.23529412,0,0
56,2,2,0,3821,196,0,1,1,100.0,3,1
41,2,0,0,6856,83,988416,1,1,100.0,0,1
41,3,0,0,8430,1795,5635,0,5,100.0,0,0
24,2,0,0,2808,113,3566615,0,1,0.0,0,0
70,3,0,1,59,305,0,1,0,0.0,0,1
23,2,0,0,-1,0,162824,0,4,0.0,0,0
34,2,2,0,6072,138,14411,1,5,0.0,0,0
202,1,4,0,6868,0,6728303,1,2,0.0,0,1
26,2,0,0,980,115,0,0,2,50.0,0,0
50,2,3,0,-1,356,9281332,0,4,100.0,0,0
66,2,0,0,4210,172,3878,0,6,81.25,0,0
32,2,0,0,1953,2430,4365,1,3,0.0,0,1
40,1,0,0,6438,136,0,1,3,66.66666667,0,0
20,2,0,0,7730,0,97060,0,4,100.0,0,0
36,2,1,0,8906,226,1546,0,6,93.75,0,0
29,2,1,0,5442,36,2659785,0,2,83.33333333,0,0
32,2,0,0,7297,372,2408577,0,5,9.090909091,0,0
70,3,4,0,11049,275,549,0,6,90.0,0,0
27,3,0,0,3510,143,0,0,4,0.0,0,0
99,2,2,0,8347,2975,1,0,10,33.33333333,0,0
44,2,0,0,6260,2505,684,0,6,61.53846154,0,0
39,2,0,0,-1,0,10288277,1,0,0.0,1,1
28,2,1,0,4460,653,921884,0,2,88.88888889,0,0
27,2,0,0,3839,179,156797,0,5,45.45454545,0,0
108,4,2,0,12762,0,3466,0,6,0.0,0,0
135,8,1,0,5627,217,0,1,5,100.0,1,1
278,3,1,0,1381,80,0,1,0,100.0,0,1
106,5,0,0,6725,215,13267,1,5,28.57142857,1,1
55,2,3,0,4209,174,66570,0,5,80.0,0,0
39,3,0,0,5309,3456,37739,0,5,50.0,0,0
48,2,1,0,470,0,0,1,0,100.0,2,1
44,3,0,0,8148,617,12601,0,6,30.95238095,0,0
72,5,3,0,5615,228,0,1,5,0.0,2,1
22,2,0,0,1887,304,7471833,0,2,80.0,0,0
64,3,0,0,7379,291,380311,1,4,57.14285714,0,0
77,2,2,0,2905,16,0,1,0,0.0,3,1
29,2,0,0,-1,86,0,1,0,50.0,0,1
56,2,2,0,4486,991,2873,0,5,92.85714286,0,0
26,2,0,0,1366,0,1581954,0,4,36.36363636,0,0
57,3,0,0,7370,299,1303460,1,5,76.92307692,0,0
110,2,1,0,8019,381,0,1,4,7.692307692000001,0,1
41,2,0,0,7552,849,0,1,0,18.18181818,0,1
39,2,1,0,1953,2430,4365,1,3,0.0,0,1
46,3,0,0,5088,26,0,1,0,0.0,0,1
19,2,0,0,-1,1267,423862,0,4,16.66666667,0,0
39,2,0,0,7476,1655,631,0,7,0.0,0,0
42,2,0,0,8516,2808,8,0,10,22.22222222,0,0
56,1,1,0,4966,147,0,1,1,0.0,1,1
30,2,0,0,1643,184,544207,0,4,70.0,0,0
31,2,0,0,2486,70,2589063,0,4,27.27272727,0,0
167,5,0,0,-1,315,3532151,1,0,100.0,1,1
28,2,0,0,6922,18,17935,0,5,47.36842105,1,0
143,3,2,0,-1,332,4392684,1,5,0.0,0,0
37,2,0,0,4920,1654,1447,0,5,100.0,0,0
20,1,0,0,3922,96,0,1,2,100.0,0,1
41,2,0,0,6535,1135,4188162,1,3,0.0,0,1
25,2,0,0,4056,1056,1523192,0,4,75.0,0,0
43,2,2,0,819,276,0,1,2,100.0,0,1
53,2,1,0,-1,102,0,1,0,0.0,2,1
80,3,0,0,6302,638,17158,0,5,93.75,0,0
29,2,0,0,5159,1049,0,1,8,100.0,0,1
45,5,0,0,5612,232,6538559,1,5,0.0,0,1
26,1,0,0,5238,0,0,0,1,66.66666667,0,0
30,2,0,0,4980,133,3030688,0,3,55.55555556,0,0
35,2,0,0,7296,374,0,1,5,0.0,0,1
36,2,0,0,7297,372,0,0,5,0.0,0,0
29,2,0,0,1337,124,20989,0,6,100.0,0,1
42,2,0,0,12848,0,591,0,6,100.0,0,0
34,2,0,0,7131,904,12,0,7,100.0,0,0
33,2,0,0,1,363,0,1,0,0.0,0,1
63,3,3,0,9132,729,333087,1,5,93.75,0,0
112,3,6,0,1516,77,151292,1,5,0.0,0,0
35,2,0,0,1374,87,0,1,0,66.66666667,1,1
29,1,1,0,1771,56,0,1,0,100.0,0,1
39,1,0,0,-1,362,0,1,0,100.0,0,1
47,4,1,0,5616,228,0,1,5,0.0,0,1
25,2,0,0,-1,-1,0,0,2,100.0,0,0
35,2,2,0,4478,270,3106402,0,3,100.0,0,0
121,1,5,0,389,341,5160220,1,0,0.0,0,1
19,2,0,0,-1,348,1450090,0,4,100.0,0,0
47,1,1,0,3934,84,0,1,0,0.0,0,1
39,2,0,0,8350,2971,1,1,10,0.0,0,0
31,2,0,0,4183,565,198456,1,4,87.5,0,0
231,3,3,0,2204,352,5039553,1,0,50.0,0,1
29,2,0,0,1337,124,20989,1,6,100.0,0,1
44,1,2,0,-1,315,0,1,0,0.0,2,1
